numeroIteracionMaxima;tipoDePartida;tipoFinal;tiempos;numeroPiezas;listaDePiezasSacadas;movimientoLs;girosLs
50;palo;!final_Por_Iteraciones;0.0789, 0.0312, 0.0149, 0.2097, 0.0215, 0.0167, 0.017, 0.0141, 0.0166, 0.0142, 0.0162, 0.0148, 0.0165, 0.0144, 0.0163, 0.0495, 0.0195, 0.016, 0.0178, 0.0148, 0.0134, 2.1584, 0.0326, 0.0296, 0.0192, 0.0213, 0.0158, 0.025, 0.021, 0.0144, 0.0135, 0.0133, 0.0128, 0.0136, 0.0129, 0.0133, 0.033, 0.0266, 0.0213, 0.0192, 0.0204, 0.0153, 0.0306, 0.0165, 0.0179, 0.0154, 0.0237, 0.0268, 0.0221, 0.0166;0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4;palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo;2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2;0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
50;palo;!final_Por_Iteraciones;0.0354, 0.0244, 0.0194, 0.0244, 0.0238, 0.0243, 0.0145, 0.0138, 0.0138, 0.0142, 0.0171, 0.0139, 0.0171, 0.0179, 0.0129, 0.0165, 0.014, 0.0139, 0.0133, 0.0134, 0.0131, 0.013, 0.0129, 0.0131, 0.0138, 0.0137, 0.0129, 0.013, 0.031, 0.0208, 0.014, 0.0341, 0.0247, 0.0161, 0.0164, 0.0145, 0.0141, 0.0141, 0.0142, 0.0164, 0.0136, 0.0201, 0.0141, 0.0196, 0.025, 0.0179, 0.0159, 0.0167, 0.0161, 0.0181;0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4;palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo;2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2;0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
50;palo;!final_Por_Iteraciones;0.0213, 0.0149, 0.0169, 0.0243, 0.0166, 0.0159, 0.0168, 0.0158, 0.0133, 0.0151, 0.0139, 0.014, 0.0139, 0.0127, 0.0125, 0.0126, 0.0127, 0.0129, 0.013, 0.0128, 0.0131, 0.0126, 0.0128, 0.0136, 0.0133, 0.0134, 0.0123, 0.1227, 0.0181, 0.015, 0.0135, 0.0131, 0.0209, 0.0145, 0.0136, 0.0134, 0.0397, 0.0198, 0.0142, 0.0327, 0.0223, 0.0149, 0.0139, 0.0132, 0.0128, 0.0135, 0.0132, 0.019, 0.0382, 0.0193;0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4;palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo;2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2;0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
50;palo;!final_Por_Iteraciones;0.0215, 0.0149, 0.0161, 0.0167, 0.0286, 0.0549, 0.0241, 0.0156, 0.0159, 0.0172, 0.0151, 0.0385, 0.0402, 0.0454, 0.0292, 0.0244, 0.0152, 0.017, 0.0162, 0.0156, 0.0207, 0.0129, 0.0127, 0.013, 0.0138, 0.0206, 0.0126, 0.0234, 0.0157, 0.0144, 0.013, 0.0128, 0.0128, 0.0133, 0.0129, 0.013, 0.014, 0.0129, 0.0124, 0.0125, 0.0194, 0.0246, 0.0246, 0.0257, 0.0243, 0.0144, 0.0266, 0.0135, 0.013, 0.0132;0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4;palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo;2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2;0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
50;palo;!final_Por_Iteraciones;0.0254, 0.0149, 0.0143, 0.0142, 0.0134, 0.0134, 0.013, 0.0126, 0.0127, 0.0129, 0.0199, 0.015, 0.0133, 0.0128, 0.0343, 0.0134, 0.0125, 0.013, 0.0139, 0.0126, 0.0122, 0.0122, 0.0122, 0.0126, 0.0125, 0.0128, 0.0136, 0.0121, 0.0122, 0.0137, 0.0127, 0.0124, 0.0124, 0.0125, 0.0121, 0.0134, 0.013, 0.0126, 0.0132, 0.0121, 0.0126, 0.0126, 0.0145, 0.0129, 0.0132, 0.0127, 0.0129, 0.0137, 0.0137, 0.0136;0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4;palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo;2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2;0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
50;palo;!final_Por_Iteraciones;0.0248, 0.0153, 0.0248, 0.0155, 0.0204, 0.0149, 0.0135, 0.0221, 0.0188, 0.0134, 0.0124, 0.0126, 0.0142, 0.0124, 0.012, 0.0167, 0.0181, 0.0221, 0.0206, 0.0127, 0.0122, 0.0123, 0.0125, 0.0124, 0.0124, 0.0126, 0.1407, 0.0137, 0.0125, 0.0142, 0.0125, 0.0122, 0.012, 0.012, 0.0121, 0.0126, 0.0124, 0.012, 0.0118, 0.0119, 0.012, 0.0123, 0.0122, 0.013, 0.0125, 0.012, 0.0124, 0.0133, 0.0158, 0.0131;0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4;palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo;2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2;0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
50;palo;!final_Por_Iteraciones;0.0194, 0.0147, 0.0122, 0.0131, 0.0124, 0.014, 0.0127, 0.0124, 0.0124, 0.013, 0.0127, 0.0127, 0.0123, 0.0194, 0.0191, 0.0124, 0.0831, 0.0716, 0.0278, 0.0208, 0.019, 0.0189, 0.0191, 0.021, 0.0198, 0.0177, 0.0217, 0.0156, 0.0228, 0.0148, 0.0126, 0.012, 0.0172, 0.014, 0.0126, 0.0124, 0.0123, 0.0119, 0.0113, 0.0118, 0.0119, 0.0206, 0.0136, 0.0125, 0.0118, 0.0212, 0.0137, 0.0136, 0.0128, 0.0119;0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4;palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo;2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2;0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
50;palo;!final_Por_Iteraciones;0.0157, 0.023, 0.0138, 0.014, 0.0127, 0.0124, 0.0218, 0.0118, 0.0117, 0.0141, 0.0119, 0.0121, 0.0126, 0.0125, 0.0119, 0.0121, 0.0128, 0.0121, 0.0124, 0.0121, 0.0118, 0.0118, 0.0114, 0.0125, 0.0122, 0.0129, 0.0117, 0.0115, 0.0116, 0.0119, 0.0121, 0.0118, 0.012, 0.0111, 0.0116, 0.021, 0.0137, 0.0145, 0.0118, 0.0133, 0.0125, 0.0122, 0.0127, 0.012, 0.0115, 0.012, 0.0118, 0.0119, 0.0119, 0.0115;0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4;palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo;2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2;0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
50;palo;!final_Por_Iteraciones;0.113, 0.0157, 0.0123, 0.0135, 0.0126, 0.0123, 0.0122, 0.0116, 0.0116, 0.0121, 0.0118, 0.0125, 0.0138, 0.0119, 0.0117, 0.012, 0.0125, 0.0122, 0.0127, 0.0122, 0.0118, 0.0116, 0.0119, 0.0127, 0.0124, 0.1638, 0.0159, 0.0549, 0.0171, 0.0206, 0.0137, 0.013, 0.0125, 0.014, 0.013, 0.0123, 0.0123, 0.0119, 0.0117, 0.0121, 0.0119, 0.0119, 0.013, 0.0118, 0.0116, 0.0118, 0.0117, 0.0122, 0.0121, 0.012;0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4;palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo;2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2;0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
50;palo;!final_Por_Iteraciones;0.0148, 0.0122, 0.0117, 0.0131, 0.012, 0.0126, 0.012, 0.0119, 0.0112, 0.0117, 0.0115, 0.0121, 0.0121, 0.0117, 0.012, 0.0113, 0.0154, 0.0124, 0.0123, 0.0119, 0.0116, 0.0119, 0.0115, 0.0214, 0.0132, 0.0133, 0.0121, 0.0133, 0.0123, 0.0121, 0.0145, 0.0118, 0.0115, 0.0116, 0.0117, 0.0123, 0.0207, 0.012, 0.0116, 0.0113, 0.0112, 0.0121, 0.0123, 0.0118, 0.0125, 0.0781, 0.0603, 0.0193, 0.0132, 0.0124;0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4, 8, 12, 16, 2, 0, 4;palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo, palo;2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2, 2, -2, -1, 2, 2, 2;0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
