numeroIteracionMaxima;tipoDePartida;tipoFinal;tiempos;numeroPiezas;listaDePiezasSacadas;movimientoLs;girosLs
5;cuadrado;!final_Por_AlturaMaxima;0.0375, 0.0303, 0.017, 0.0168, 0.0177;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.012, 0.015, 0.0154, 0.0158, 0.0167;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0122, 0.0147, 0.0146, 0.0153, 0.0171;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.012, 0.0177, 0.0183, 0.0195, 0.0202;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0144, 0.0225, 0.0148, 0.0153, 0.0163;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0117, 0.0139, 0.0146, 0.015, 0.0161;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0118, 0.0155, 0.0149, 0.0166, 0.0193;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.014, 0.0139, 0.0218, 0.0153, 0.0157;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0116, 0.014, 0.0182, 0.0164, 0.0164;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0116, 0.0141, 0.0222, 0.0153, 0.0165;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0166, 0.0139, 0.0237, 0.021, 0.026;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0187, 0.0152, 0.024, 0.0268, 0.029;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0123, 0.0142, 0.0158, 0.0151, 0.0219;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0202, 0.0259, 0.0147, 0.0172, 0.0157;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0196, 0.0182, 0.0165, 0.0187, 0.0177;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.013, 0.0148, 0.0149, 0.016, 0.0166;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0112, 0.014, 0.0149, 0.0154, 0.0163;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0116, 0.0188, 0.0157, 0.0158, 0.0165;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0123, 0.0144, 0.0145, 0.016, 0.0163;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0116, 0.0144, 0.0151, 0.0157, 0.0172;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0127, 0.0141, 0.0149, 0.0157, 0.0166;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0141, 0.0155, 0.0153, 0.0167, 0.0171;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0124, 0.0139, 0.015, 0.0156, 0.0167;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0129, 0.0143, 0.0145, 0.0153, 0.0163;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0116, 0.0144, 0.0153, 0.0156, 0.016;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0125, 0.0141, 0.0148, 0.0156, 0.0164;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0153, 0.0149, 0.0152, 0.0158, 0.0165;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.013, 0.0141, 0.0154, 0.0157, 0.0159;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.012, 0.014, 0.0149, 0.0152, 0.0161;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0122, 0.0146, 0.0147, 0.0157, 0.0163;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0119, 0.0148, 0.0144, 0.0159, 0.0164;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0122, 0.0147, 0.0154, 0.0152, 0.0161;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0118, 0.0144, 0.0152, 0.0153, 0.0163;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0124, 0.014, 0.015, 0.0151, 0.0159;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0115, 0.0143, 0.0147, 0.0155, 0.0169;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0123, 0.014, 0.0146, 0.0153, 0.016;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0123, 0.0141, 0.0147, 0.0154, 0.0162;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0123, 0.0146, 0.0154, 0.0151, 0.016;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0116, 0.014, 0.0144, 0.0154, 0.0162;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0119, 0.0137, 0.0149, 0.0156, 0.016;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.012, 0.1592, 0.0226, 0.0178, 0.0179;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0132, 0.0154, 0.0157, 0.016, 0.0168;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0117, 0.0143, 0.0146, 0.0153, 0.0159;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0112, 0.0144, 0.015, 0.0154, 0.0305;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0126, 0.0155, 0.017, 0.0202, 0.018;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0156, 0.0154, 0.0192, 0.0172, 0.0207;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0136, 0.0182, 0.0167, 0.0201, 0.0209;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0131, 0.0161, 0.019, 0.0197, 0.0176;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.013, 0.0154, 0.0192, 0.017, 0.0212;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
5;cuadrado;!final_Por_AlturaMaxima;0.0133, 0.0182, 0.0172, 0.0199, 0.0183;0, 4, 8, 12, 16;cuadrado, cuadrado, cuadrado, cuadrado, cuadrado;3, 3, 3, 3, 3;0, 0, 0, 0, 0
