numeroIteracionMaxima;tipoDePartida;tipoFinal;tiempos;numeroPiezas;listaDePiezasSacadas;movimientoLs;girosLs
50;ele;!final_Por_Iteraciones;0.0324, 0.0268, 0.0182, 0.0175, 0.0123, 0.014, 0.0116, 0.0136, 0.0113, 0.0111, 0.0113, 0.0111, 0.0122, 0.0111, 0.0136, 0.0109, 0.0136, 0.0109, 0.0137, 0.0113, 0.0111, 0.0109, 0.0108, 0.0112, 0.0114, 0.011, 0.0114, 0.0129, 0.0108, 0.0138, 0.0115, 0.0137, 0.0116, 0.0107, 0.0111, 0.0108, 0.0116, 0.1288, 0.0178, 0.0134, 0.0183, 0.014, 0.0152, 0.0115, 0.0142, 0.0112, 0.0126, 0.0112, 0.0139, 0.0125;0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4;ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele;3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2;0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2
50;ele;!final_Por_Iteraciones;0.0131, 0.0141, 0.0115, 0.0114, 0.0111, 0.0117, 0.0119, 0.0115, 0.0142, 0.0173, 0.016, 0.0115, 0.0143, 0.0116, 0.0137, 0.0106, 0.011, 0.0113, 0.0124, 0.0169, 0.0156, 0.0161, 0.0112, 0.0139, 0.012, 0.0146, 0.0128, 0.0114, 0.0116, 0.0116, 0.0126, 0.0118, 0.0186, 0.0128, 0.0146, 0.0149, 0.0227, 0.0224, 0.0251, 0.0204, 0.025, 0.0216, 0.0232, 0.02, 0.0141, 0.0115, 0.0119, 0.0159, 0.012, 0.014;0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4;ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele;3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2;0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2
50;ele;!final_Por_Iteraciones;0.0157, 0.0117, 0.0174, 0.0196, 0.0156, 0.0118, 0.0146, 0.0115, 0.0135, 0.0119, 0.0109, 0.011, 0.0116, 0.0109, 0.0109, 0.0138, 0.0107, 0.0137, 0.0121, 0.0139, 0.0113, 0.0113, 0.0113, 0.0117, 0.012, 0.0114, 0.0117, 0.0106, 0.0142, 0.0113, 0.0117, 0.0113, 0.014, 0.0108, 0.0145, 0.0119, 1.3743, 0.0153, 0.0114, 0.0113, 0.0117, 0.0108, 0.0109, 0.0104, 0.0103, 0.0102, 0.0101, 0.0105, 0.0105, 0.0101;0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4;ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele;3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2;0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2
50;ele;!final_Por_Iteraciones;0.0141, 0.0106, 0.0104, 0.0103, 0.0101, 0.01, 0.0107, 0.0106, 0.0102, 0.0098, 0.0098, 0.0104, 0.0106, 0.0101, 0.0101, 0.0099, 0.01, 0.0101, 0.0107, 0.0104, 0.0111, 0.01, 0.0104, 0.0103, 0.0106, 0.0102, 0.01, 0.0103, 0.0098, 0.0102, 0.0107, 0.0102, 0.0101, 0.0097, 0.0103, 0.01, 0.0106, 0.0102, 0.01, 0.0098, 0.0098, 0.0103, 0.0105, 0.01, 0.0099, 0.0096, 0.0098, 0.0103, 0.0104, 0.0102;0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4;ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele;3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2;0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2
50;ele;!final_Por_Iteraciones;0.0119, 0.01, 0.0103, 0.0104, 0.0103, 0.01, 0.0106, 0.0101, 0.0102, 0.0098, 0.0099, 0.0097, 0.0107, 0.0106, 0.0102, 0.01, 0.0101, 0.01, 0.0104, 0.0104, 0.0104, 0.0097, 0.01, 0.01, 0.0108, 0.0103, 0.0101, 0.01, 0.0191, 0.0102, 0.0112, 0.01, 0.01, 0.0095, 0.0099, 0.0101, 0.0108, 0.0122, 0.0098, 0.0096, 0.0103, 0.0101, 0.0107, 0.0102, 0.01, 0.0096, 0.0099, 0.0102, 0.0109, 0.01;0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4;ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele;3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2;0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2
50;ele;!final_Por_Iteraciones;0.0145, 0.013, 0.0125, 0.0141, 0.01, 0.01, 0.0105, 0.0104, 0.0101, 0.0097, 0.0098, 0.0101, 0.0102, 0.0103, 0.0105, 0.0097, 0.0098, 0.0105, 0.0105, 0.021, 0.016, 0.0122, 0.0111, 0.0109, 0.0114, 0.0103, 0.0103, 0.0101, 0.0103, 0.0104, 0.0109, 0.0104, 0.0099, 0.0097, 0.0102, 0.0101, 0.0108, 0.0102, 0.0104, 0.0098, 0.0098, 0.0101, 0.0109, 0.0105, 0.0122, 0.0101, 0.0105, 0.01, 0.0107, 0.0105;0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4;ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele;3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2;0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2
50;ele;!final_Por_Iteraciones;0.0168, 0.0107, 0.0139, 0.011, 0.0118, 0.0107, 0.012, 0.0114, 0.0139, 0.0113, 0.0118, 0.0102, 0.0117, 0.0112, 0.0116, 0.0112, 0.0108, 0.011, 0.012, 0.0105, 0.0106, 0.0104, 0.0108, 0.0111, 0.0121, 0.0122, 0.0118, 0.0117, 0.0133, 0.0119, 0.0119, 0.012, 0.0112, 0.0105, 0.0114, 0.0105, 0.0118, 0.0115, 0.0166, 0.0117, 0.0107, 0.0128, 0.0114, 0.011, 0.0101, 0.0103, 0.0103, 0.0116, 0.0128, 0.0109;0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4;ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele;3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2;0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2
50;ele;!final_Por_Iteraciones;0.0214, 0.0156, 0.0143, 0.0234, 0.014, 0.0144, 0.0142, 0.0138, 0.0139, 0.0128, 0.0139, 0.0109, 0.0111, 0.0104, 0.0106, 0.0101, 0.0102, 0.0109, 0.0114, 0.0107, 0.1099, 0.02, 0.0125, 0.0108, 0.0112, 0.0107, 0.0104, 0.0103, 0.0104, 0.0102, 0.0106, 0.0103, 0.0102, 0.0097, 0.01, 0.0101, 0.0105, 0.0099, 0.01, 0.0099, 0.0098, 0.0099, 0.0106, 0.0102, 0.01, 0.0097, 0.0098, 0.01, 0.0105, 0.01;0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4;ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele;3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2;0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2
50;ele;!final_Por_Iteraciones;0.0128, 0.0104, 0.0104, 0.0099, 0.0099, 0.0105, 0.0109, 0.0106, 0.0101, 0.0098, 0.0105, 0.0102, 0.011, 0.0103, 0.0105, 0.0098, 0.0101, 0.01, 0.0105, 0.0106, 0.0098, 0.0101, 0.0099, 0.0103, 0.0104, 0.0103, 0.0102, 0.0105, 0.0097, 0.0103, 0.0105, 0.0297, 0.0099, 0.011, 0.0103, 0.0103, 0.0114, 0.0109, 0.0104, 0.0107, 0.0099, 0.0103, 0.0107, 0.01, 0.0104, 0.0099, 0.01, 0.0103, 0.0108, 0.0104;0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4;ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele;3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2;0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2
50;ele;!final_Por_Iteraciones;0.013, 0.0124, 0.0131, 0.0131, 0.0127, 0.0126, 0.014, 0.0131, 0.013, 0.0126, 0.0128, 0.0105, 0.0108, 0.0101, 0.0104, 0.0102, 0.0101, 0.0104, 0.0111, 0.0102, 0.0103, 0.0098, 0.0133, 0.0105, 0.0106, 0.0109, 0.0101, 0.0102, 0.0103, 0.0104, 0.0109, 0.0109, 0.0101, 0.0101, 0.0127, 0.0104, 0.0113, 0.0103, 0.0106, 0.0099, 0.0099, 0.0105, 0.0109, 0.0103, 0.0107, 0.0099, 0.01, 0.0101, 0.0106, 0.0101;0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4, 8, 12, 10, 8, 0, 4;ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele, ele;3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2, 3, -1, 0, 2, 3, 2;0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2, 0, 1, 3, 2, 0, 2
